940000000000;1621;0001;0001;0001;0001;353
940000000000;1621;0001;0001;0001;0002;773
940000000000;1621;0001;0001;0001;0003;1126
940000000000;1621;0001;0001;0002;0001;60111826
940000000000;1621;0001;0001;0002;0002;883149556
940000000000;1621;0001;0001;0002;0003;943261382
940000000000;1621;0001;0002;0003;0004;0
940000000000;1621;0001;0002;0003;0005;0
940000000000;1621;0001;0002;0003;0006;0
940000000000;1621;0001;0002;0004;0004;0
940000000000;1621;0001;0002;0004;0005;0
940000000000;1621;0001;0002;0004;0006;0
940000000000;1621;0001;0002;0005;0004;0
940000000000;1621;0001;0002;0005;0005;0
940000000000;1621;0001;0002;0005;0006;0
940000000000;1621;0002;0001;0001;0001;0
940000000000;1621;0002;0001;0001;0002;114
940000000000;1621;0002;0001;0001;0003;114
940000000000;1621;0002;0001;0002;0001;0
940000000000;1621;0002;0001;0002;0002;83711095
940000000000;1621;0002;0001;0002;0003;83711095
940000000000;1621;0002;0002;0003;0004;0
940000000000;1621;0002;0002;0003;0005;0
940000000000;1621;0002;0002;0003;0006;0
940000000000;1621;0002;0002;0004;0004;1
940000000000;1621;0002;0002;0004;0005;2600000
940000000000;1621;0002;0002;0004;0006;2873
940000000000;1621;0002;0002;0005;0004;0
940000000000;1621;0002;0002;0005;0005;0
940000000000;1621;0002;0002;0005;0006;0
940100000000;1621;0001;0001;0001;0001;353
940100000000;1621;0001;0001;0001;0002;591
940100000000;1621;0001;0001;0001;0003;944
940100000000;1621;0001;0001;0002;0001;60111826
940100000000;1621;0001;0001;0002;0002;203052389
940100000000;1621;0001;0001;0002;0003;263164215
940100000000;1621;0001;0002;0003;0004;0
940100000000;1621;0001;0002;0003;0005;0
940100000000;1621;0001;0002;0003;0006;0
940100000000;1621;0001;0002;0004;0004;0
940100000000;1621;0001;0002;0004;0005;0
940100000000;1621;0001;0002;0004;0006;0
940100000000;1621;0001;0002;0005;0004;0
940100000000;1621;0001;0002;0005;0005;0
940100000000;1621;0001;0002;0005;0006;0
940100000000;1621;0002;0001;0001;0001;0
940100000000;1621;0002;0001;0001;0002;6
940100000000;1621;0002;0001;0001;0003;6
940100000000;1621;0002;0001;0002;0001;0
940100000000;1621;0002;0001;0002;0002;151075
940100000000;1621;0002;0001;0002;0003;151075
940100000000;1621;0002;0002;0003;0004;0
940100000000;1621;0002;0002;0003;0005;0
940100000000;1621;0002;0002;0003;0006;0
940100000000;1621;0002;0002;0004;0004;0
940100000000;1621;0002;0002;0004;0005;0
940100000000;1621;0002;0002;0004;0006;0
940100000000;1621;0002;0002;0005;0004;0
940100000000;1621;0002;0002;0005;0005;0
940100000000;1621;0002;0002;0005;0006;0
940200000000;1621;0001;0001;0001;0001;0
940200000000;1621;0001;0001;0001;0002;0
940200000000;1621;0001;0001;0001;0003;0
940200000000;1621;0001;0001;0002;0001;0
940200000000;1621;0001;0001;0002;0002;0
940200000000;1621;0001;0001;0002;0003;0
940200000000;1621;0001;0002;0003;0004;0
940200000000;1621;0001;0002;0003;0005;0
940200000000;1621;0001;0002;0003;0006;0
940200000000;1621;0001;0002;0004;0004;0
940200000000;1621;0001;0002;0004;0005;0
940200000000;1621;0001;0002;0004;0006;0
940200000000;1621;0001;0002;0005;0004;0
940200000000;1621;0001;0002;0005;0005;0
940200000000;1621;0001;0002;0005;0006;0
940200000000;1621;0002;0001;0001;0001;0
940200000000;1621;0002;0001;0001;0002;0
940200000000;1621;0002;0001;0001;0003;0
940200000000;1621;0002;0001;0002;0001;0
940200000000;1621;0002;0001;0002;0002;0
940200000000;1621;0002;0001;0002;0003;0
940200000000;1621;0002;0002;0003;0004;0
940200000000;1621;0002;0002;0003;0005;0
940200000000;1621;0002;0002;0003;0006;0
940200000000;1621;0002;0002;0004;0004;0
940200000000;1621;0002;0002;0004;0005;0
940200000000;1621;0002;0002;0004;0006;0
940200000000;1621;0002;0002;0005;0004;0
940200000000;1621;0002;0002;0005;0005;0
940200000000;1621;0002;0002;0005;0006;0
940300000000;1621;0001;0001;0001;0001;0
940300000000;1621;0001;0001;0001;0002;182
940300000000;1621;0001;0001;0001;0003;182
940300000000;1621;0001;0001;0002;0001;0
940300000000;1621;0001;0001;0002;0002;680097167
940300000000;1621;0001;0001;0002;0003;680097167
940300000000;1621;0001;0002;0003;0004;0
940300000000;1621;0001;0002;0003;0005;0
940300000000;1621;0001;0002;0003;0006;0
940300000000;1621;0001;0002;0004;0004;0
940300000000;1621;0001;0002;0004;0005;0
940300000000;1621;0001;0002;0004;0006;0
940300000000;1621;0001;0002;0005;0004;0
940300000000;1621;0001;0002;0005;0005;0
940300000000;1621;0001;0002;0005;0006;0
940300000000;1621;0002;0001;0001;0001;0
940300000000;1621;0002;0001;0001;0002;0
940300000000;1621;0002;0001;0001;0003;0
940300000000;1621;0002;0001;0002;0001;0
940300000000;1621;0002;0001;0002;0002;0
940300000000;1621;0002;0001;0002;0003;0
940300000000;1621;0002;0002;0003;0004;0
940300000000;1621;0002;0002;0003;0005;0
940300000000;1621;0002;0002;0003;0006;0
940300000000;1621;0002;0002;0004;0004;0
940300000000;1621;0002;0002;0004;0005;0
940300000000;1621;0002;0002;0004;0006;0
940300000000;1621;0002;0002;0005;0004;0
940300000000;1621;0002;0002;0005;0005;0
940300000000;1621;0002;0002;0005;0006;0
940400000000;1621;0001;0001;0001;0001;0
940400000000;1621;0001;0001;0001;0002;0
940400000000;1621;0001;0001;0001;0003;0
940400000000;1621;0001;0001;0002;0001;0
940400000000;1621;0001;0001;0002;0002;0
